target_sd,er,CASH,FLCOX,FSKAX,FXNAX,FTIHX
0.0011331323533886777,0.043051090588573974,0.9753529937108112,0.024647006289188575,1.62724667231371e-16,9.254214481234269e-17,6.601933408002162e-18
0.0035847493392827025,0.058240956721305415,0.9153574083497938,0.03381844205580604,0.001415586008896497,0.0,0.04940856358550362
0.006036366325176728,0.07038837529536487,0.8639965893404464,0.036412185084783444,0.015078526397832085,0.0,0.08451269917693821
0.008487983311070754,0.08244501011745554,0.8130196131484424,0.038986539220645045,0.028639365335368146,9.191804261027573e-18,0.11935448229554448
0.010939600296964778,0.09447240392718065,0.7621662725754821,0.04155465309511258,0.04216731190519374,1.1945594140841068e-17,0.1541117624242117
0.013391217282858803,0.10648669130740424,0.7113683476950287,0.04411996991651442,0.05568051682149877,2.1410311470804097e-18,0.18883116556695823
0.01584283426875283,0.11849397515695356,0.6606000342389695,0.046683791035943695,0.06918584590227475,6.63652715553784e-23,0.22353032882281212
0.018294451254646852,0.1304970771025868,0.609849403454621,0.049246718863151656,0.08268646724192785,0.0,0.2582174104402994
0.02074606824054088,0.14249748207345714,0.5591101750129682,0.051809071127859214,0.09618405827107698,1.770719625729325e-17,0.29289669558809567
0.023197685226434905,0.1544960462097724,0.5083787298207129,0.05437102967679941,0.10967957885367112,1.2929823748801419e-17,0.3275706616488167
0.025649302212328928,0.166493297888571,0.4576528350028689,0.0569327099291005,0.12317361905414569,1.143147178741319e-16,0.36224083601388485
0.028100919198222954,0.17848958089857864,0.4069310354366744,0.059494182388254574,0.136666571182563,0.0,0.39690821099250806
0.03055253618411698,0.19048512858345273,0.3562123450583601,0.06205549821310358,0.15015869574453297,2.5800708359378775e-18,0.43157346098400345
0.033004153170011,0.20248010490165777,0.3054960689085307,0.06461668986149224,0.1636501835211312,0.0,0.46623705770884594
0.03545577015590502,0.21447462843431328,0.25478170835273584,0.06717778759653151,0.17714115784605208,0.0,0.5008993462046807
0.03790738714179905,0.22646878706910303,0.2040688901530356,0.06973880571358733,0.19063172341082535,0.0,0.5355605807225519
0.040359004127693075,0.23846264732830125,0.15335733429144863,0.07229975896480093,0.204121950291987,0.0,0.5702209564517635
0.0428106211135871,0.2504562604896631,0.1026468247774996,0.07486066502842288,0.2176118937206142,4.4588662203594237e-17,0.6048806164734633
0.04526223809948113,0.2624496667169481,0.05193718400902495,0.07742151677212358,0.2311016272096925,0.0,0.639539672009159
0.04771385508537515,0.27444289791638304,0.0012282917488126502,0.07998234198892115,0.24459113234960503,5.43940860002162e-18,0.6741982339126612
0.050165472071269174,0.2840198029186056,0.0,0.13567810281306159,0.10973766153435642,9.40164276333477e-18,0.754584235652582
0.052617089057163204,0.29115672684728844,0.0,0.1784345753890609,0.005846924395103064,9.452829949864187e-28,0.8157185002158359
0.055068706043057226,0.2924138943195335,0.0,0.30420144314912334,0.0,0.0,0.6957985568508767
0.05752032302895125,0.29283127871347775,0.0,0.3643867081341235,5.876960749356418e-17,0.0,0.6356132918658765
0.05997194001484528,0.29315905581599133,0.0,0.4116509375998449,0.0,0.0,0.5883490624001552
