target_sd,er,CASH,FLCOX,FSKAX,FXNAX,FTIHX
0.018575993723160614,0.02882373601516528,0.9926875698605651,0.007312430139434763,8.03190297717626e-17,4.5852462862777035e-17,6.419291870609903e-17
0.023749734718976505,0.0394341763571651,0.8925281907893586,0.05377589177332518,0.05369591743731616,5.7063248944414564e-18,4.7095407200542045e-18
0.028923475714792393,0.04570479788766702,0.8455726851301513,0.04019987323224573,0.11422744163760302,0.0,0.0
0.03409721671060828,0.0512884914935909,0.8037610173169945,0.0281110605383114,0.1681279221446943,0.0,0.0
0.03927095770642417,0.056555854293254,0.7643180897286578,0.016707109978964504,0.21897480029237773,0.0,8.832075406747144e-18
0.04444469870224006,0.0616447636894442,0.7262114477474126,0.005689529776150091,0.26809902247643735,0.0,3.5966372610342026e-17
0.04961843969805595,0.06662038952507394,0.6874373350219832,0.0,0.3125626649780169,6.639600462672481e-17,0.0
0.05479218069387184,0.07151440391204449,0.6476303384045893,0.0,0.3523696615954107,3.4530274167944366e-18,0.0
0.05996592168968773,0.07634966247079097,0.608301250691917,5.4725718446838577e-17,0.39169874930808307,1.324478821241212e-17,5.157964916367019e-17
0.06513966268550361,0.0811415710016426,0.5693247639888306,1.0630949203644052e-16,0.4306752360111694,0.0,0.0
0.07031340368131951,0.0859005013328151,0.5306165157867526,1.0050343704192793e-18,0.46938348421324744,1.9104930045613273e-17,4.0724002522909377e-17
0.0754871446771354,0.09063371706768701,0.4921174252959148,0.0,0.5078825747040853,1.861488803068569e-17,0.0
0.0806608856729513,0.09534646948317423,0.45378477961318703,0.0,0.546215220386813,5.64797628334035e-17,0.0
0.08583462666876718,0.10004265613209203,0.4155868767737882,3.526376339218845e-16,0.5844131232262115,0.0,0.0
0.09100836766458306,0.1047252345423931,0.3774996607991496,0.0,0.6225003392008505,5.903162822182015e-18,0.0
0.09618210866039896,0.10939649179384081,0.3395045290107324,2.4463292115086568e-17,0.6604954709892675,0.0,2.137063336546726e-17
0.10135584965621484,0.11405822571150663,0.30158685823604925,0.0,0.6984131417639509,4.582211348357823e-17,5.156737470326192e-17
0.10652959065203073,0.11871186993354613,0.26373498753079133,1.5692885774527668e-16,0.7362650124692085,0.0,0.0
0.11170333164784663,0.12335858225318552,0.22593949962165422,2.93946152585112e-16,0.7740605003783454,0.0,0.0
0.11687707264366251,0.12799930829484382,0.1881927029766828,1.7348115172624546e-16,0.811807297023317,4.611849065355087e-22,0.0
0.12205081363947841,0.1326348282406221,0.15048825174075567,1.945405478556316e-17,0.8495117482592444,0.0,1.6669645730509256e-17
0.1272245546352943,0.13726579167115283,0.11282086234664236,3.080002539498877e-16,0.8871791376533572,9.031286851068032e-18,5.2362040505005165e-18
0.13239829563111016,0.14189274391799014,0.07518609916959575,0.0,0.9248139008304042,0.0,8.579800152817271e-18
0.13757203662692608,0.14651614625948378,0.0375802102578935,0.0,0.9624197897421064,3.3829768209472715e-17,0.0
0.14274577762274196,0.1511363915755332,0.0,8.868773770931426e-17,1.0,0.0,0.0
